Time,Series1,Series2
218,4.55,4.461474514563107
219,5.25,4.461474514563107
220,3.44,3.2501185770750993
221,2.82,2.6462291169451078
222,4.19,4.461474514563107
223,4.42,4.461474514563107
224,5.03,4.461474514563107
225,4.87,4.461474514563107
226,4.55,4.461474514563107
227,3.14,2.6462291169451078
228,2.72,2.6462291169451078
229,4.93,4.934851851851852
230,4.7,4.851968085106384
231,4.65,4.461474514563107
232,4.19,4.461474514563107
233,4.08,4.461474514563107
234,4.59,4.461474514563107
235,3.72,3.5917004048582997
236,3.13,2.7484883720930227
237,5.03,4.934851851851852
238,4.2,4.461474514563107
239,5.09,4.461474514563107
240,3.13,2.6462291169451078
241,2.73,2.6462291169451078
242,2.76,2.6462291169451078
243,3.99,3.8624812030075173
244,5.08,4.934851851851852
245,4.36,4.461474514563107
246,5.17,4.461474514563107
247,4.16,3.8624812030075173
248,4.77,4.934851851851852
249,4.59,4.851968085106384
250,4.59,4.461474514563107
251,4.23,4.461474514563107
252,4.57,4.461474514563107
253,4.54,4.461474514563107
254,3.75,3.5917004048582997
255,3.42,3.2501185770750993
256,2.85,2.6462291169451078
257,5.25,4.934851851851852
258,5.46,5.500707547169812
259,4.75,4.461474514563107
260,3.56,3.2501185770750993
261,3.02,2.6462291169451078
262,2.61,2.6462291169451078
263,5.67,5.679880952380953
264,5.66,5.500707547169812
265,5.07,4.461474514563107
266,4.91,4.461474514563107
267,4.87,4.461474514563107
268,2.79,2.6462291169451078
269,2.91,2.7484883720930227
270,4.97,4.851968085106384
271,4.75,4.403138401559454
272,4.71,4.403138401559454
273,4.33,4.461474514563107
274,5.13,4.461474514563107
275,3.3,3.2501185770750993
276,2.64,2.6462291169451078
277,5.5,4.934851851851852
278,4.36,4.851968085106384
279,4.44,4.461474514563107
280,3.24,3.2501185770750993
281,2.66,2.6462291169451078
282,4.52,4.403138401559454
283,3.99,4.461474514563107
284,4.39,4.461474514563107
285,4.62,4.461474514563107
286,2.9,2.6462291169451078
287,2.62,2.6462291169451078
288,2.88,2.7484883720930227
289,4.82,4.851968085106384
290,4.69,4.403138401559454
291,4.18,4.403138401559454
292,4.31,4.403138401559454
293,4.79,4.461474514563107
294,4.01,4.461474514563107
295,2.71,2.6462291169451078
296,5.33,4.934851851851852
297,4.44,4.461474514563107
298,4.33,4.461474514563107
299,4.54,3.5917004048582997
300,4.16,3.2501185770750993
301,3.25,2.6462291169451078
302,3.83,3.8624812030075173
303,5.38,4.934851851851852
304,5.97,5.500707547169812
305,5.7,5.500707547169812
306,5.52,4.461474514563107
307,4.69,4.461474514563107
308,4.65,4.461474514563107
309,4.9,4.461474514563107
310,3.78,3.2501185770750993
311,3.1,2.7484883720930227
312,6.74,5.679880952380953
313,4.93,4.461474514563107
314,5.35,4.461474514563107
315,3.58,2.6462291169451078
316,3.41,2.6462291169451078
317,3.24,2.6462291169451078
318,3.34,2.6462291169451078
319,3.45,2.7484883720930227
320,5.82,4.851968085106384
321,4.84,4.461474514563107
322,4.55,4.461474514563107
323,4.9,4.461474514563107
324,5.1,4.461474514563107
325,4.3,3.5917004048582997
326,3.5,2.6462291169451078
327,3.29,2.7484883720930227
328,5.08,4.403138401559454
329,4.98,4.461474514563107
330,4.59,4.461474514563107
331,4.32,4.461474514563107
332,5.24,4.461474514563107
333,4.09,3.5917004048582997
334,3.3,2.7484883720930227
335,5.29,4.934851851851852
336,4.93,4.461474514563107
337,4.72,4.461474514563107
338,4.6,4.461474514563107
339,5.04,4.461474514563107
340,5.48,4.461474514563107
341,4.14,3.5917004048582997
342,3.93,3.2501185770750993
343,3.1,2.6462291169451078
344,4.82,3.8624812030075173
345,5.09,4.851968085106384
346,4.52,4.403138401559454
347,4.44,4.461474514563107
348,4.18,4.461474514563107
349,4.77,4.461474514563107
350,4.99,4.461474514563107
351,3.0,2.6462291169451078
352,2.94,2.6462291169451078
353,4.93,4.934851851851852
354,4.55,4.403138401559454
355,4.83,4.461474514563107
356,4.7,4.461474514563107
357,2.75,2.6462291169451078
358,5.27,4.461474514563107
359,4.99,4.461474514563107
360,4.86,4.461474514563107
361,4.52,4.461474514563107
362,4.86,4.461474514563107
363,3.57,2.6462291169451078
364,2.81,2.6462291169451078
365,4.24,4.934851851851852
366,6.05,5.679880952380953
367,6.15,5.500707547169812
368,6.35,5.500707547169812
369,4.85,4.461474514563107
370,4.97,4.461474514563107
371,3.72,3.5917004048582997
372,3.53,3.2501185770750993
373,3.01,2.6462291169451078
374,2.78,2.6462291169451078
375,2.82,2.6462291169451078
376,4.41,3.8624812030075173
377,5.07,4.403138401559454
378,4.42,4.461474514563107
379,4.1,4.461474514563107
380,5.08,4.461474514563107
381,3.95,3.5917004048582997
382,2.93,2.6462291169451078
383,2.82,2.6462291169451078
384,5.15,4.934851851851852
385,4.55,4.461474514563107
386,5.12,4.461474514563107
387,3.99,3.5917004048582997
388,3.58,3.2501185770750993
389,4.75,4.461474514563107
390,4.41,4.461474514563107
391,4.96,4.461474514563107
392,3.98,3.5917004048582997
393,5.34,4.851968085106384
394,5.11,4.403138401559454
395,4.6,4.403138401559454
396,4.16,4.461474514563107
397,4.97,4.461474514563107
398,5.1,4.461474514563107
399,4.75,4.461474514563107
400,2.76,2.6462291169451078
401,2.75,2.6462291169451078
402,5.28,4.851968085106384
403,4.92,4.403138401559454
404,4.29,4.461474514563107
405,4.72,4.461474514563107
406,3.9,3.5917004048582997
407,3.17,2.6462291169451078
408,2.85,2.6462291169451078
409,3.56,3.8624812030075173
410,4.85,4.461474514563107
411,4.52,4.461474514563107
412,4.47,4.461474514563107
413,3.4,2.6462291169451078
414,3.21,2.6462291169451078
415,3.26,2.7484883720930227
416,6.23,5.679880952380953
417,5.52,4.461474514563107
418,4.75,4.461474514563107
419,4.97,4.461474514563107
420,5.18,4.461474514563107
421,3.58,3.2501185770750993
422,3.22,2.6462291169451078
423,3.07,2.6462291169451078
424,2.86,2.6462291169451078
425,3.5,2.7484883720930227
426,4.6,4.403138401559454
427,4.63,4.461474514563107
428,5.19,4.461474514563107
429,4.54,4.461474514563107
430,3.86,3.5917004048582997
431,3.27,2.6462291169451078
432,3.1,2.6462291169451078
433,3.14,2.7484883720930227
434,5.69,4.934851851851852
435,4.62,4.461474514563107
436,4.57,4.461474514563107
437,4.34,4.461474514563107
438,4.98,4.461474514563107
439,3.68,3.2501185770750993
440,3.47,2.6462291169451078
441,2.84,2.6462291169451078
442,4.54,4.403138401559454
443,4.51,4.461474514563107
444,4.66,4.461474514563107
445,5.04,4.461474514563107
446,4.1,3.5917004048582997
447,3.43,2.6462291169451078
448,3.11,2.6462291169451078
449,2.87,2.6462291169451078
450,4.5,3.8624812030075173
451,5.06,4.851968085106384
452,4.74,4.403138401559454
453,4.46,4.403138401559454
454,4.62,4.461474514563107
455,4.2,4.461474514563107
456,4.32,4.461474514563107
457,4.57,4.461474514563107
458,4.66,4.461474514563107
459,3.73,3.2501185770750993
460,3.47,2.6462291169451078
461,3.15,2.6462291169451078
462,4.48,3.8624812030075173
463,4.59,4.403138401559454
464,4.37,4.461474514563107
465,4.57,4.461474514563107
466,5.14,4.461474514563107
467,3.24,2.6462291169451078
468,3.52,3.8624812030075173
469,5.98,5.500707547169812
470,4.63,4.461474514563107
471,4.51,4.461474514563107
472,4.03,3.5917004048582997
473,3.22,2.6462291169451078
474,3.04,2.6462291169451078
475,2.9,2.7484883720930227
476,6.71,5.500707547169812
477,6.19,5.500707547169812
478,5.52,4.461474514563107
479,4.99,4.461474514563107
480,4.75,4.461474514563107
481,5.38,4.461474514563107
482,3.8,3.5917004048582997
483,3.14,2.6462291169451078
484,3.03,2.6462291169451078
485,2.82,2.6462291169451078
486,5.37,4.851968085106384
487,3.4,2.6462291169451078
488,2.81,2.6462291169451078
489,5.2,4.934851851851852
490,5.01,4.403138401559454
491,4.62,4.461474514563107
492,4.9,4.461474514563107
493,5.08,4.461474514563107
494,4.47,4.461474514563107
495,2.75,2.6462291169451078
496,5.51,4.934851851851852
497,5.43,4.934851851851852
498,4.93,4.403138401559454
499,5.13,4.403138401559454
500,5.22,4.403138401559454
501,4.66,4.461474514563107
502,5.06,4.461474514563107
503,4.95,4.461474514563107
504,2.82,2.6462291169451078
505,2.78,2.6462291169451078
506,5.0,4.934851851851852
507,4.72,4.403138401559454
508,4.71,4.461474514563107
509,4.51,4.461474514563107
510,3.57,2.6462291169451078
511,3.06,2.6462291169451078
512,5.37,4.934851851851852
513,4.79,4.403138401559454
514,4.43,4.461474514563107
515,4.99,4.461474514563107
516,4.22,3.5917004048582997
517,2.86,2.6462291169451078
518,2.91,2.6462291169451078
519,6.23,5.500707547169812
520,5.84,5.500707547169812
521,5.23,4.461474514563107
522,5.01,4.461474514563107
523,4.78,4.461474514563107
524,3.9,3.5917004048582997
525,4.12,4.934851851851852
526,6.4,5.500707547169812
527,5.65,5.500707547169812
528,4.54,4.461474514563107
529,4.97,4.461474514563107
530,2.84,2.6462291169451078
531,4.24,3.8624812030075173
532,5.02,4.403138401559454
533,4.95,4.403138401559454
534,4.94,4.461474514563107
535,4.83,4.461474514563107
536,4.21,4.461474514563107
537,3.24,2.6462291169451078
538,2.83,2.6462291169451078
539,4.16,3.8624812030075173
540,5.34,4.934851851851852
541,4.92,4.403138401559454
542,4.51,4.461474514563107
543,5.21,4.461474514563107
544,3.82,3.5917004048582997
545,3.03,2.6462291169451078
546,2.86,2.6462291169451078
547,5.52,4.934851851851852
548,5.4,4.934851851851852
549,4.84,4.403138401559454
550,4.59,4.461474514563107
551,5.24,4.461474514563107
552,4.01,3.5917004048582997
553,2.97,2.6462291169451078
554,5.03,4.403138401559454
555,4.9,4.461474514563107
556,3.89,3.5917004048582997
557,2.97,2.6462291169451078
558,2.77,2.6462291169451078
559,4.63,4.403138401559454
560,4.18,4.461474514563107
561,5.32,4.461474514563107
562,4.32,4.461474514563107
563,2.98,2.7484883720930227
564,3.54,3.8624812030075173
565,4.69,4.934851851851852
566,5.56,5.500707547169812
567,5.24,4.461474514563107
568,3.88,3.5917004048582997
569,3.17,2.6462291169451078
570,2.78,2.6462291169451078
571,3.33,3.8624812030075173
572,5.44,4.461474514563107
573,4.82,4.461474514563107
574,4.79,4.461474514563107
575,4.07,3.5917004048582997
576,3.58,3.2501185770750993
577,2.88,2.6462291169451078
578,3.11,2.7484883720930227
579,5.55,4.934851851851852
580,4.75,4.403138401559454
581,4.69,4.461474514563107
582,4.65,4.461474514563107
583,4.19,4.461474514563107
584,4.49,4.461474514563107
585,3.09,2.7484883720930227
586,5.41,4.461474514563107
587,3.12,2.6462291169451078
588,3.16,2.7484883720930227
589,5.61,4.934851851851852
590,4.96,4.403138401559454
591,4.43,4.461474514563107
592,5.4,4.461474514563107
593,4.4,4.461474514563107
594,3.4,3.2501185770750993
595,3.1,2.6462291169451078
596,3.46,2.6462291169451078
597,3.62,2.7484883720930227
598,4.31,3.8624812030075173
599,5.92,4.934851851851852
600,5.48,4.851968085106384
601,4.95,4.461474514563107
602,5.46,4.461474514563107
603,3.48,2.6462291169451078
604,5.42,4.851968085106384
605,5.08,4.403138401559454
606,4.81,4.461474514563107
607,5.35,4.461474514563107
608,5.22,4.461474514563107
609,4.96,4.461474514563107
610,4.24,3.5917004048582997
611,3.53,3.2501185770750993
612,3.34,2.6462291169451078
613,2.82,2.6462291169451078
614,3.57,3.8624812030075173
615,4.77,4.934851851851852
616,5.8,5.679880952380953
617,4.85,4.461474514563107
618,4.95,4.461474514563107
619,2.82,3.151645569620253
620,4.98,4.934851851851852
621,6.44,5.500707547169812
622,5.34,4.461474514563107
623,3.34,2.6462291169451078
624,3.29,2.6462291169451078
625,2.99,2.6462291169451078
626,3.75,3.8624812030075173
627,5.13,4.461474514563107
628,5.41,4.461474514563107
629,4.36,3.5917004048582997
630,3.16,2.6462291169451078
631,2.89,2.6462291169451078
632,5.53,4.934851851851852
633,5.09,4.403138401559454
634,5.91,6.029030837004407
635,4.92,4.461474514563107
636,3.89,3.2501185770750993
637,3.24,2.6462291169451078
638,2.92,2.6462291169451078
639,3.55,3.151645569620253
640,5.46,4.934851851851852
641,5.13,4.403138401559454
642,5.26,4.461474514563107
643,6.01,4.461474514563107
644,5.43,4.461474514563107
645,3.95,3.2501185770750993
646,3.53,3.151645569620253
647,4.39,3.8624812030075173
648,5.52,4.934851851851852
649,5.55,4.934851851851852
650,5.18,4.461474514563107
651,5.46,4.461474514563107
652,5.73,4.461474514563107
653,4.14,3.2501185770750993
654,3.05,2.6462291169451078
655,3.67,3.8624812030075173
656,4.36,4.934851851851852
657,5.98,5.679880952380953
658,5.65,5.500707547169812
659,5.36,4.461474514563107
660,5.17,4.461474514563107
661,5.03,4.461474514563107
662,3.35,2.6462291169451078
663,3.08,2.6462291169451078
664,5.7,4.934851851851852
665,5.3,4.461474514563107
666,4.23,3.5917004048582997
667,3.02,2.6462291169451078
668,2.82,2.6462291169451078
669,7.28,4.403138401559454
670,6.4,4.403138401559454
671,5.04,4.461474514563107
672,4.92,4.461474514563107
673,3.0,2.6462291169451078
674,4.84,4.851968085106384
675,4.68,4.403138401559454
676,3.89,4.461474514563107
677,5.0,4.461474514563107
678,4.9,4.461474514563107
679,5.32,4.461474514563107
680,3.08,2.6462291169451078
681,2.8,2.6462291169451078
682,4.56,4.461474514563107
683,4.31,4.461474514563107
684,4.73,4.461474514563107
685,4.71,4.461474514563107
686,3.95,3.5917004048582997
687,3.25,2.6462291169451078
688,2.93,2.6462291169451078
689,4.36,4.403138401559454
690,4.73,4.461474514563107
691,3.21,2.6462291169451078
692,3.1,2.6462291169451078
693,2.83,2.6462291169451078
694,3.18,2.7484883720930227
695,3.88,3.8624812030075173
696,5.51,4.934851851851852
697,5.11,4.403138401559454
698,4.86,4.403138401559454
699,4.56,4.461474514563107
700,4.69,4.461474514563107
701,4.77,4.461474514563107
702,5.04,4.461474514563107
703,4.64,4.461474514563107
704,4.08,3.5917004048582997
705,3.65,3.2501185770750993
706,5.9,5.500707547169812
707,3.72,3.2501185770750993
708,3.09,2.6462291169451078
709,2.79,2.6462291169451078
710,3.03,2.7484883720930227
711,3.21,3.8624812030075173
712,5.23,4.461474514563107
713,4.63,4.461474514563107
714,4.49,4.461474514563107
715,5.43,4.461474514563107
716,4.08,3.5917004048582997
717,3.08,2.6462291169451078
718,2.77,2.6462291169451078
719,2.67,2.6462291169451078
720,2.78,2.6462291169451078
721,4.5,4.403138401559454
722,4.51,4.403138401559454
723,4.19,4.461474514563107
724,4.86,4.461474514563107
725,4.71,4.461474514563107
726,3.71,3.5917004048582997
727,2.84,2.6462291169451078
728,2.84,2.6462291169451078
729,3.08,2.7484883720930227
730,5.17,4.934851851851852
731,4.7,4.403138401559454
732,4.35,4.403138401559454
733,4.66,4.461474514563107
734,5.32,4.461474514563107
735,4.89,4.461474514563107
736,3.9,3.5917004048582997
737,3.3,3.2501185770750993
738,2.74,2.6462291169451078
739,2.76,2.6462291169451078
740,2.98,2.7484883720930227
741,4.38,3.8624812030075173
742,5.55,4.934851851851852
743,4.57,4.403138401559454
744,5.35,4.461474514563107
745,5.56,4.461474514563107
746,4.06,3.5917004048582997
747,3.7,3.2501185770750993
748,3.25,2.6462291169451078
749,2.96,2.6462291169451078
750,4.67,4.461474514563107
751,5.28,4.461474514563107
752,3.58,3.2501185770750993
753,3.07,2.7484883720930227
754,5.64,4.934851851851852
755,4.9,4.403138401559454
756,4.55,4.461474514563107
757,5.3,4.461474514563107
758,3.29,2.6462291169451078
759,3.0,2.6462291169451078
760,2.85,2.6462291169451078
761,3.71,3.8624812030075173
762,5.94,5.500707547169812
763,4.97,4.461474514563107
764,5.77,4.461474514563107
765,5.3,4.461474514563107
766,3.76,3.2501185770750993
767,4.62,4.934851851851852
768,6.61,5.500707547169812
769,3.09,2.6462291169451078
770,5.55,4.934851851851852
771,5.26,4.851968085106384
772,4.86,4.403138401559454
773,4.47,4.403138401559454
774,4.54,4.461474514563107
775,4.31,4.461474514563107
776,4.74,4.461474514563107
777,3.86,3.5917004048582997
778,3.5,3.2501185770750993
779,3.27,2.6462291169451078
780,3.13,2.7484883720930227
781,5.32,4.851968085106384
782,4.3,4.461474514563107
783,3.81,3.5917004048582997
784,3.46,3.2501185770750993
785,3.23,2.6462291169451078
786,2.84,2.6462291169451078
787,2.86,2.6462291169451078
788,5.91,4.934851851851852
789,4.56,4.461474514563107
790,4.6,4.461474514563107
791,6.0,4.461474514563107
792,5.03,4.461474514563107
793,3.56,3.2501185770750993
794,3.29,2.7484883720930227
795,5.76,4.934851851851852
796,5.04,4.851968085106384
797,4.59,4.461474514563107
798,4.93,4.461474514563107
799,3.41,3.2501185770750993
800,2.81,2.6462291169451078
801,5.42,4.851968085106384
802,3.44,2.6462291169451078
803,2.9,2.6462291169451078
804,6.77,5.679880952380953
805,5.64,4.461474514563107
806,3.6,3.2501185770750993
807,3.19,2.6462291169451078
808,2.88,2.6462291169451078
809,4.98,4.934851851851852
810,4.23,3.5917004048582997
811,3.79,3.2501185770750993
812,3.27,2.6462291169451078
813,3.14,2.6462291169451078
814,4.86,3.8624812030075173
815,5.51,4.934851851851852
816,5.06,4.403138401559454
817,4.66,4.403138401559454
818,4.57,4.461474514563107
819,3.12,2.6462291169451078
820,3.03,2.6462291169451078
821,2.8,2.6462291169451078
822,4.71,4.403138401559454
823,4.68,4.403138401559454
824,4.71,4.461474514563107
825,4.45,4.461474514563107
826,4.56,4.461474514563107
827,4.8,4.461474514563107
828,3.93,3.5917004048582997
829,2.81,2.6462291169451078
830,2.9,2.6462291169451078
831,4.96,3.8624812030075173
832,6.22,4.934851851851852
833,5.66,4.461474514563107
834,3.28,2.6462291169451078
835,5.0,3.8624812030075173
836,4.58,4.403138401559454
837,4.42,4.403138401559454
838,4.75,4.461474514563107
839,5.04,4.461474514563107
840,5.36,4.461474514563107
841,4.59,4.461474514563107
842,3.01,2.6462291169451078
843,2.86,2.6462291169451078
844,3.18,3.151645569620253
845,5.14,4.934851851851852
846,5.07,4.851968085106384
847,4.7,4.403138401559454
848,4.5,4.461474514563107
849,5.12,4.461474514563107
850,4.97,4.461474514563107
851,3.72,3.2501185770750993
852,2.86,3.0030693069306924
853,5.43,6.029030837004407
854,3.98,3.5917004048582997
855,3.47,3.2501185770750993
856,6.2,5.500707547169812
857,5.53,4.461474514563107
858,5.71,4.461474514563107
859,4.78,4.461474514563107
860,5.2,4.461474514563107
861,4.06,3.5917004048582997
862,2.92,3.0030693069306924
863,3.26,2.7484883720930227
864,4.97,4.851968085106384
865,4.99,4.403138401559454
866,5.11,4.403138401559454
867,5.25,4.403138401559454
868,4.65,4.461474514563107
869,3.43,3.0030693069306924
870,3.05,3.0030693069306924
871,5.69,4.934851851851852
872,4.52,4.461474514563107
873,5.41,4.461474514563107
874,5.99,4.461474514563107
875,5.0,4.461474514563107
876,3.7,3.2501185770750993
877,3.25,3.0030693069306924
878,6.05,4.934851851851852
879,4.96,4.403138401559454
880,4.67,4.461474514563107
881,5.67,4.461474514563107
882,4.72,4.461474514563107
883,3.46,3.0030693069306924
884,3.21,3.0030693069306924
885,3.08,3.0030693069306924
886,3.39,2.7484883720930227
887,6.16,4.934851851851852
888,4.36,3.5917004048582997
889,3.38,3.0030693069306924
890,2.95,3.0030693069306924
891,3.86,3.151645569620253
892,4.6,5.027712418300652
893,4.98,4.461474514563107
894,4.71,4.461474514563107
895,3.88,3.2501185770750993
896,3.39,3.0030693069306924
897,3.09,3.0030693069306924
898,3.02,3.0030693069306924
899,6.06,4.934851851851852
900,3.85,3.0030693069306924
901,4.08,3.0030693069306924
902,5.42,3.5917004048582997
903,4.09,3.0030693069306924
904,7.35,4.461474514563107
905,4.06,3.0030693069306924
906,4.51,3.151645569620253
907,7.75,4.934851851851852
908,3.83,3.151645569620253
909,5.04,4.403138401559454
910,4.17,4.461474514563107
911,4.83,4.461474514563107
912,5.6,4.461474514563107
913,2.93,3.0030693069306924
914,3.19,3.151645569620253
915,4.44,4.403138401559454
916,4.65,4.461474514563107
917,4.42,4.461474514563107
918,6.16,4.461474514563107
919,4.74,4.461474514563107
920,3.13,3.0030693069306924
921,3.05,3.0030693069306924
922,2.82,3.0030693069306924
923,3.43,3.0030693069306924
924,4.72,3.8624812030075173
925,4.07,3.5917004048582997
926,2.95,3.0030693069306924
927,3.59,3.0030693069306924
928,3.73,3.0030693069306924
929,3.39,3.151645569620253
930,4.63,4.934851851851852
931,6.17,5.500707547169812
932,5.38,4.461474514563107
933,4.57,4.461474514563107
934,3.77,3.2501185770750993
935,4.47,3.8624812030075173
936,5.2,4.934851851851852
937,4.93,4.403138401559454
938,4.06,3.5917004048582997
939,2.8,3.0030693069306924
940,2.75,3.0030693069306924
941,5.54,4.934851851851852
942,5.2,4.851968085106384
943,4.92,4.403138401559454
944,4.78,4.461474514563107
945,4.38,4.461474514563107
946,5.29,4.461474514563107
947,3.47,3.2501185770750993
948,3.15,3.0030693069306924
949,2.92,3.0030693069306924
950,3.41,3.0030693069306924
951,4.38,4.403138401559454
952,4.21,4.461474514563107
953,4.13,4.461474514563107
954,4.26,4.461474514563107
955,4.36,4.461474514563107
956,4.61,4.461474514563107
957,2.85,3.0030693069306924
958,5.41,4.934851851851852
959,5.5,4.461474514563107
960,5.66,4.461474514563107
961,2.9,3.0030693069306924
962,2.91,3.0030693069306924
963,4.58,3.8624812030075173
964,4.74,4.461474514563107
965,5.12,6.029030837004407
966,4.1,3.5917004048582997
967,3.24,3.0030693069306924
968,3.57,3.0030693069306924
969,3.81,3.0030693069306924
970,4.67,3.8624812030075173
