date_time,rain_depth,air_temp,air_humid,windspeed
2021-01-04T09:00:00.0,0.0,7.9,75.0,7.0
2021-01-04T10:00:00.0,0.1,7.0,80.0,8.0
2021-01-04T11:00:00.0,0.3,6.700000000000001,79.0,12.0
2021-01-04T12:00:00.0,0.0,7.700000000000001,78.0,11.0
2021-01-04T13:00:00.0,0.0,7.9,76.0,9.0
2021-01-04T14:00:00.0,0.0,8.2,76.0,9.0
2021-01-04T15:00:00.0,0.0,8.7,74.0,9.0
2021-01-04T16:00:00.0,0.0,8.9,73.0,3.0
2021-01-04T17:00:00.0,0.0,9.1,75.0,4.0
2021-01-04T18:00:00.0,0.0,8.7,77.0,6.0
2021-01-04T19:00:00.0,0.0,8.2,78.0,7.0
2021-01-04T20:00:00.0,0.0,8.5,76.0,6.0
2021-01-04T21:00:00.0,0.0,8.1,75.0,7.0
2021-01-04T22:00:00.0,0.0,8.1,73.0,6.0
2021-01-04T23:00:00.0,0.0,7.800000000000001,74.0,6.0
2021-01-05T00:00:00.0,0.0,7.9,71.0,6.0
2021-01-05T01:00:00.0,0.0,7.9,72.0,4.0
2021-01-05T02:00:00.0,0.0,7.5,73.0,5.0
2021-01-05T03:00:00.0,0.0,7.9,72.0,7.0
2021-01-05T04:00:00.0,0.0,7.4,74.0,7.0
2021-01-05T05:00:00.0,0.0,7.200000000000001,75.0,6.0
2021-01-05T06:00:00.0,0.0,7.300000000000001,75.0,8.0
2021-01-05T07:00:00.0,0.0,7.200000000000001,74.0,10.0
2021-01-05T08:00:00.0,0.0,7.0,75.0,6.0
2021-01-05T09:00:00.0,0.0,8.0,72.0,4.0
2021-01-05T10:00:00.0,0.0,8.6,69.0,4.0
2021-01-05T11:00:00.0,0.0,8.8,67.0,7.0
2021-01-05T12:00:00.0,0.0,9.0,67.0,7.0
2021-01-05T13:00:00.0,0.0,9.3,68.0,8.0
2021-01-05T14:00:00.0,0.0,9.6,68.0,7.0
2021-01-05T15:00:00.0,0.0,9.799999999999999,65.0,8.0
2021-01-05T16:00:00.0,0.4,8.7,72.0,12.0
2021-01-05T17:00:00.0,0.8,7.5,76.0,10.0
2021-01-05T18:00:00.0,0.3,7.200000000000001,76.0,14.0
2021-01-05T19:00:00.0,0.1,7.300000000000001,76.0,16.0
2021-01-05T20:00:00.0,0.1,7.1,75.0,24.0
2021-01-05T21:00:00.0,0.0,7.200000000000001,74.0,20.0
2021-01-05T22:00:00.0,0.0,7.1,75.0,23.0
2021-01-05T23:00:00.0,0.0,7.0,74.0,22.000000000000004
2021-01-06T00:00:00.0,0.0,7.200000000000001,75.0,15.0
2021-01-06T01:00:00.0,0.0,7.200000000000001,76.0,15.0
2021-01-06T02:00:00.0,0.6,7.200000000000001,77.0,14.0
2021-01-06T03:00:00.0,0.0,7.5,75.0,13.0
2021-01-06T04:00:00.0,0.0,7.5,75.0,15.0
2021-01-06T05:00:00.0,0.0,7.200000000000001,76.0,13.0
2021-01-06T06:00:00.0,0.2,7.200000000000001,80.0,12.0
2021-01-06T07:00:00.0,0.0,6.9,80.0,11.0
2021-01-06T08:00:00.0,0.0,7.0,80.0,12.0
2021-01-06T09:00:00.0,0.0,7.0,80.0,15.0
2021-01-06T10:00:00.0,0.0,7.700000000000001,79.0,15.0
2021-01-06T11:00:00.0,0.0,7.700000000000001,80.0,14.0
2021-01-06T12:00:00.0,0.0,8.3,79.0,12.0
2021-01-06T13:00:00.0,0.0,8.7,71.0,22.000000000000004
2021-01-06T14:00:00.0,0.0,8.7,75.0,17.0
2021-01-06T15:00:00.0,0.0,7.800000000000001,79.0,26.0
2021-01-06T16:00:00.0,0.2,6.9,78.0,24.0
2021-01-06T17:00:00.0,0.0,6.9,81.0,9.0
2021-01-06T18:00:00.0,0.1,6.700000000000001,83.0,10.0
2021-01-06T19:00:00.0,1.8,5.800000000000001,84.0,6.0
2021-01-06T20:00:00.0,0.0,6.0,83.0,10.0
2021-01-06T21:00:00.0,0.0,6.300000000000001,84.0,9.0
2021-01-06T22:00:00.0,0.0,6.300000000000001,84.0,9.0
2021-01-06T23:00:00.0,0.0,6.1,84.0,8.0
2021-01-07T00:00:00.0,0.0,5.9,82.0,10.0
2021-01-07T01:00:00.0,0.0,6.200000000000001,84.0,8.0
2021-01-07T02:00:00.0,0.0,5.700000000000001,85.0,12.0
2021-01-07T03:00:00.0,0.0,5.5,86.0,12.0
2021-01-07T04:00:00.0,0.0,5.9,83.0,8.0
2021-01-07T05:00:00.0,0.0,6.200000000000001,83.0,7.0
2021-01-07T06:00:00.0,0.0,6.0,82.0,10.0
2021-01-07T07:00:00.0,0.0,6.300000000000001,79.0,10.0
2021-01-07T08:00:00.0,0.0,6.6,79.0,8.0
2021-01-07T09:00:00.0,0.0,6.800000000000001,77.0,7.0
2021-01-07T10:00:00.0,0.0,6.9,77.0,10.0
2021-01-07T11:00:00.0,1.4,6.6,83.0,5.0
2021-01-07T12:00:00.0,0.0,7.5,77.0,7.0
2021-01-07T13:00:00.0,0.0,8.399999999999999,73.0,4.0
2021-01-07T14:00:00.0,0.0,7.9,75.0,8.0
2021-01-07T15:00:00.0,0.0,8.1,72.0,8.0
2021-01-07T16:00:00.0,0.0,7.800000000000001,83.0,8.0
2021-01-07T17:00:00.0,0.0,7.700000000000001,82.0,9.0
2021-01-07T18:00:00.0,0.0,7.300000000000001,86.0,10.0
2021-01-07T19:00:00.0,0.0,7.4,85.0,11.0
2021-01-07T20:00:00.0,0.0,7.0,86.0,6.0
2021-01-07T21:00:00.0,0.0,6.4,84.0,6.0
2021-01-07T22:00:00.0,0.0,6.1,84.0,5.0
2021-01-07T23:00:00.0,0.0,6.0,79.0,6.0
2021-01-08T00:00:00.0,0.0,5.800000000000001,80.0,5.0
2021-01-08T01:00:00.0,0.0,6.300000000000001,72.0,6.0
2021-01-08T02:00:00.0,0.0,6.0,73.0,13.0
2021-01-08T03:00:00.0,0.0,6.0,74.0,9.0
2021-01-08T04:00:00.0,0.0,5.800000000000001,71.0,18.0
2021-01-08T05:00:00.0,0.0,6.0,73.0,23.0
2021-01-08T06:00:00.0,0.0,5.6,72.0,26.0
2021-01-08T07:00:00.0,0.0,6.1,71.0,13.0
2021-01-08T08:00:00.0,0.0,6.300000000000001,75.0,30.0
2021-01-08T09:00:00.0,0.0,6.1,73.0,34.0
2021-01-08T10:00:00.0,0.0,6.6,73.0,30.0
2021-01-08T11:00:00.0,0.0,6.800000000000001,65.0,35.0
2021-01-08T12:00:00.0,0.0,7.1,63.0,39.0
2021-01-08T13:00:00.0,0.0,7.300000000000001,64.0,39.0
2021-01-08T14:00:00.0,0.0,6.9,62.0,42.0
2021-01-08T15:00:00.0,0.0,7.1,61.0,44.0
2021-01-08T16:00:00.0,0.0,6.800000000000001,60.0,39.0
2021-01-08T17:00:00.0,0.0,6.5,63.0,42.0
2021-01-08T18:00:00.0,0.0,6.300000000000001,61.0,46.0
2021-01-08T19:00:00.0,0.0,6.5,58.0,44.0
2021-01-08T20:00:00.0,0.0,6.300000000000001,61.0,41.0
2021-01-08T21:00:00.0,0.0,6.5,56.0,42.0
2021-01-08T22:00:00.0,0.0,6.0,58.0,40.0
2021-01-08T23:00:00.0,0.0,5.700000000000001,64.0,40.0
2021-01-09T00:00:00.0,0.0,5.5,66.0,39.0
2021-01-09T01:00:00.0,0.0,5.4,65.0,46.0
2021-01-09T02:00:00.0,0.0,5.1,65.0,46.0
2021-01-09T03:00:00.0,0.0,5.0,65.0,46.0
2021-01-09T04:00:00.0,0.0,5.1,65.0,45.0
2021-01-09T05:00:00.0,0.0,4.800000000000001,65.0,44.0
2021-01-09T06:00:00.0,0.0,4.800000000000001,64.0,38.0
2021-01-09T07:00:00.0,0.0,4.800000000000001,65.0,42.0
2021-01-09T08:00:00.0,0.0,4.6,68.0,41.0
2021-01-09T09:00:00.0,0.0,4.6,69.0,45.0
2021-01-09T10:00:00.0,0.0,5.1,64.0,45.0
2021-01-09T11:00:00.0,0.0,5.700000000000001,64.0,46.0
2021-01-09T12:00:00.0,0.0,6.1,64.0,46.0
2021-01-09T13:00:00.0,0.0,6.0,65.0,45.0
2021-01-09T14:00:00.0,0.0,5.9,65.0,40.0
2021-01-09T15:00:00.0,0.0,5.700000000000001,68.0,44.0
2021-01-09T16:00:00.0,0.0,5.6,67.0,44.0
2021-01-09T17:00:00.0,0.0,5.6,67.0,43.00000000000001
2021-01-09T18:00:00.0,0.0,5.6,67.0,45.0
2021-01-09T19:00:00.0,0.0,5.5,65.0,49.0
2021-01-09T20:00:00.0,0.0,5.5,66.0,47.0
2021-01-09T21:00:00.0,0.0,5.4,63.0,47.0
2021-01-09T22:00:00.0,0.0,5.300000000000001,65.0,48.0
2021-01-09T23:00:00.0,0.0,5.1,64.0,47.0
2021-01-10T00:00:00.0,0.0,5.200000000000001,66.0,43.00000000000001
2021-01-10T01:00:00.0,0.0,5.200000000000001,67.0,48.0
2021-01-10T02:00:00.0,0.0,5.0,65.0,48.0
2021-01-10T03:00:00.0,0.0,5.300000000000001,65.0,49.0
2021-01-10T04:00:00.0,0.0,5.300000000000001,65.0,55.0
2021-01-10T05:00:00.0,0.0,5.300000000000001,64.0,49.0
2021-01-10T06:00:00.0,0.0,5.1,65.0,51.0
2021-01-10T07:00:00.0,0.0,5.0,61.0,52.0
2021-01-10T08:00:00.0,0.0,4.9,61.0,53.0
2021-01-10T09:00:00.0,0.0,5.0,61.0,56.0
2021-01-10T10:00:00.0,0.0,5.200000000000001,64.0,53.99999999999999
2021-01-10T11:00:00.0,0.0,5.6,64.0,53.99999999999999
2021-01-10T12:00:00.0,0.0,5.300000000000001,62.0,51.0
2021-01-10T13:00:00.0,0.0,4.9,69.0,51.0
2021-01-10T14:00:00.0,0.0,4.9,70.0,47.0
2021-01-10T15:00:00.0,0.0,4.800000000000001,69.0,51.0
2021-01-10T16:00:00.0,0.0,4.700000000000001,65.0,48.0
2021-01-10T17:00:00.0,0.0,4.499999999999998,60.0,41.0
2021-01-10T18:00:00.0,0.0,4.800000000000001,62.0,44.0
2021-01-10T19:00:00.0,0.0,4.700000000000001,66.0,64.0
2021-01-10T20:00:00.0,0.1,4.499999999999998,63.0,67.0
2021-01-10T21:00:00.0,0.0,4.300000000000001,63.0,66.0
2021-01-10T22:00:00.0,0.0,4.200000000000001,61.0,62.00000000000001
2021-01-10T23:00:00.0,0.0,4.300000000000001,63.0,56.0
2021-01-11T00:00:00.0,0.0,4.200000000000001,61.0,56.0
2021-01-11T01:00:00.0,0.0,4.499999999999998,57.0,46.0
2021-01-11T02:00:00.0,0.0,4.4,55.0,35.0
2021-01-11T03:00:00.0,0.0,4.200000000000001,56.0,33.0
2021-01-11T04:00:00.0,0.0,3.8000000000000003,58.0,32.0
2021-01-11T05:00:00.0,0.0,3.6,58.0,31.0
2021-01-11T06:00:00.0,0.0,3.7000000000000006,60.0,37.0
2021-01-11T07:00:00.0,0.0,3.4999999999999996,62.0,47.0
2021-01-11T08:00:00.0,0.0,3.3000000000000003,63.0,64.0
2021-01-11T09:00:00.0,0.0,3.3000000000000003,64.0,69.0
2021-01-11T10:00:00.0,0.0,3.7000000000000006,62.0,67.0
2021-01-11T11:00:00.0,0.0,4.300000000000001,59.0,56.0
2021-01-11T12:00:00.0,0.0,4.4,57.0,44.0
2021-01-11T13:00:00.0,0.0,4.6,57.0,44.0
2021-01-11T14:00:00.0,0.0,4.6,57.0,49.0
2021-01-11T15:00:00.0,0.0,4.700000000000001,52.0,53.0
2021-01-11T16:00:00.0,0.0,4.800000000000001,54.0,49.0
2021-01-11T17:00:00.0,0.0,4.6,55.0,50.0
2021-01-11T18:00:00.0,0.0,4.300000000000001,47.0,34.0
2021-01-11T19:00:00.0,0.0,4.499999999999998,45.0,32.0
2021-01-11T20:00:00.0,0.0,4.300000000000001,45.0,17.0
2021-01-11T21:00:00.0,0.0,3.3000000000000003,46.0,15.0
2021-01-11T22:00:00.0,0.0,3.1999999999999997,48.0,10.0
2021-01-11T23:00:00.0,0.0,3.1,53.0,12.0
2021-01-12T00:00:00.0,0.0,2.8000000000000003,58.0,18.0
2021-01-12T01:00:00.0,0.0,3.4999999999999996,56.0,26.0
2021-01-12T02:00:00.0,0.0,3.4999999999999996,57.0,22.000000000000004
2021-01-12T03:00:00.0,0.0,3.4,54.0,21.0
2021-01-12T04:00:00.0,0.0,2.4,55.0,21.0
2021-01-12T05:00:00.0,0.0,3.1,59.0,17.0
2021-01-12T06:00:00.0,0.0,3.1999999999999997,51.0,18.0
2021-01-12T07:00:00.0,0.0,2.8000000000000003,53.0,16.0
2021-01-12T08:00:00.0,0.0,2.8000000000000003,53.0,19.0
2021-01-12T09:00:00.0,0.0,4.300000000000001,52.0,17.0
2021-01-12T10:00:00.0,0.0,4.499999999999998,51.0,7.0
2021-01-12T11:00:00.0,0.0,5.300000000000001,52.0,6.0
2021-01-12T12:00:00.0,0.0,5.800000000000001,52.0,7.0
2021-01-12T13:00:00.0,0.0,6.0,51.0,10.0
2021-01-12T14:00:00.0,0.0,6.1,47.0,13.0
2021-01-12T15:00:00.0,0.0,5.700000000000001,53.0,9.0
2021-01-12T16:00:00.0,0.0,5.700000000000001,52.0,6.0
2021-01-12T17:00:00.0,0.0,5.6,51.0,3.0
2021-01-12T18:00:00.0,0.0,5.200000000000001,57.0,5.0
2021-01-12T19:00:00.0,0.0,5.200000000000001,60.0,4.0
2021-01-12T20:00:00.0,0.0,4.6,59.0,5.0
2021-01-12T21:00:00.0,0.0,4.200000000000001,59.0,6.0
2021-01-12T22:00:00.0,0.0,3.8000000000000003,59.0,8.0
2021-01-12T23:00:00.0,0.0,3.7000000000000006,61.0,7.0
2021-01-13T00:00:00.0,0.0,4.200000000000001,53.0,7.0
2021-01-13T01:00:00.0,0.0,4.200000000000001,53.0,7.0
2021-01-13T02:00:00.0,0.0,3.7000000000000006,59.0,8.0
2021-01-13T03:00:00.0,0.0,3.9,60.0,8.0
2021-01-13T04:00:00.0,0.0,3.4999999999999996,67.0,4.0
2021-01-13T05:00:00.0,0.0,3.3000000000000003,63.0,4.0
2021-01-13T06:00:00.0,0.0,3.1,65.0,5.0
2021-01-13T07:00:00.0,0.0,2.9,66.0,6.0
2021-01-13T08:00:00.0,0.0,2.6,60.0,5.0
2021-01-13T09:00:00.0,0.0,4.499999999999998,59.0,4.0
2021-01-13T10:00:00.0,0.0,5.9,48.0,5.0
2021-01-13T11:00:00.0,0.0,6.200000000000001,52.0,4.0
2021-01-13T12:00:00.0,0.0,7.1,59.0,4.0
2021-01-13T13:00:00.0,0.0,7.5,62.0,6.0
2021-01-13T14:00:00.0,0.0,8.2,59.0,10.0
2021-01-13T15:00:00.0,0.0,8.8,61.0,7.0
2021-01-13T16:00:00.0,0.0,9.700000000000001,35.0,17.0
2021-01-13T17:00:00.0,0.0,8.7,38.0,18.0
2021-01-13T18:00:00.0,0.0,8.1,40.0,9.0
2021-01-13T19:00:00.0,0.0,6.9,45.0,8.0
2021-01-13T20:00:00.0,0.0,6.4,48.0,8.0
2021-01-13T21:00:00.0,0.0,5.5,55.0,6.0
2021-01-13T22:00:00.0,0.0,5.300000000000001,56.0,7.0
2021-01-13T23:00:00.0,0.0,5.0,61.0,8.0
2021-01-14T00:00:00.0,0.0,5.5,66.0,5.0
2021-01-14T01:00:00.0,0.0,5.800000000000001,63.0,8.0
2021-01-14T02:00:00.0,0.0,5.700000000000001,58.0,7.0
2021-01-14T03:00:00.0,0.0,6.0,55.0,7.0
2021-01-14T04:00:00.0,0.0,6.4,54.0,6.0
2021-01-14T05:00:00.0,0.0,6.4,57.0,4.0
2021-01-14T06:00:00.0,0.0,6.5,63.0,3.0
2021-01-14T07:00:00.0,0.0,7.1,71.0,5.0
2021-01-14T08:00:00.0,0.0,7.0,72.0,7.0
2021-01-14T09:00:00.0,0.0,7.700000000000001,65.0,11.0
2021-01-14T10:00:00.0,0.0,9.0,62.0,3.0
2021-01-14T11:00:00.0,0.0,9.4,64.0,3.0
2021-01-14T12:00:00.0,0.0,10.0,62.0,7.0
2021-01-14T13:00:00.0,0.0,9.9,65.0,9.0
2021-01-14T14:00:00.0,0.0,9.9,68.0,15.0
2021-01-14T15:00:00.0,0.0,10.8,64.0,11.0
2021-01-14T16:00:00.0,0.0,10.9,35.0,17.0
2021-01-14T17:00:00.0,0.0,9.700000000000001,31.0,27.0
2021-01-14T18:00:00.0,0.0,9.3,34.0,32.0
2021-01-14T19:00:00.0,0.0,9.1,35.0,30.0
2021-01-14T20:00:00.0,0.0,8.2,36.0,40.0
2021-01-14T21:00:00.0,0.0,7.4,39.0,38.0
2021-01-14T22:00:00.0,0.0,6.700000000000001,44.0,45.0
2021-01-14T23:00:00.0,0.0,6.1,47.0,48.0
2021-01-15T00:00:00.0,0.0,6.1,43.0,42.0
2021-01-15T01:00:00.0,0.0,5.5,40.0,37.0
2021-01-15T02:00:00.0,0.0,5.6,38.0,15.0
2021-01-15T03:00:00.0,0.0,5.300000000000001,38.0,14.0
2021-01-15T04:00:00.0,0.0,5.0,38.0,9.0
2021-01-15T05:00:00.0,0.0,5.1,36.0,13.0
2021-01-15T06:00:00.0,0.0,4.800000000000001,38.0,11.0
2021-01-15T07:00:00.0,0.0,4.4,41.0,18.0
2021-01-15T08:00:00.0,0.0,4.499999999999998,42.0,11.0
2021-01-15T09:00:00.0,0.0,4.9,40.0,12.0
2021-01-15T10:00:00.0,0.0,5.0,45.0,28.0
2021-01-15T11:00:00.0,0.0,5.5,44.0,30.0
2021-01-15T12:00:00.0,0.0,5.9,38.0,29.0
2021-01-15T13:00:00.0,0.0,6.4,37.0,21.0
2021-01-15T14:00:00.0,0.0,6.9,42.0,19.0
2021-01-15T15:00:00.0,0.0,6.9,45.0,19.0
2021-01-15T16:00:00.0,0.0,6.4,38.0,21.0
2021-01-15T17:00:00.0,0.0,5.700000000000001,42.0,17.0
2021-01-15T18:00:00.0,0.0,5.0,43.0,14.0
2021-01-15T19:00:00.0,0.0,5.0,48.0,15.0
2021-01-15T20:00:00.0,0.0,4.300000000000001,48.0,16.0
2021-01-15T21:00:00.0,0.0,4.200000000000001,50.0,13.0
2021-01-15T22:00:00.0,0.0,4.1,48.0,14.0
2021-01-15T23:00:00.0,0.0,4.4,49.0,14.0
2021-01-16T00:00:00.0,0.0,4.4,49.0,20.0
2021-01-16T01:00:00.0,0.0,4.300000000000001,48.0,24.0
2021-01-16T02:00:00.0,0.0,3.3000000000000003,52.0,14.0
2021-01-16T03:00:00.0,0.0,3.1999999999999997,50.0,10.0
2021-01-16T04:00:00.0,0.0,3.4,50.0,13.0
2021-01-16T05:00:00.0,0.0,2.9999999999999996,48.0,12.0
2021-01-16T06:00:00.0,0.0,2.7000000000000006,48.0,12.0
2021-01-16T07:00:00.0,0.0,3.3000000000000003,43.0,12.0
2021-01-16T08:00:00.0,0.0,2.7000000000000006,47.0,13.0
2021-01-16T09:00:00.0,0.0,2.8000000000000003,50.0,16.0
2021-01-16T10:00:00.0,0.0,3.7000000000000006,46.0,17.0
2021-01-16T11:00:00.0,0.0,5.0,43.0,14.0
2021-01-16T12:00:00.0,0.0,6.4,37.0,7.0
2021-01-16T13:00:00.0,0.0,6.0,45.0,9.0
2021-01-16T14:00:00.0,0.0,5.9,50.0,21.0
2021-01-16T15:00:00.0,0.0,5.700000000000001,48.0,20.0
2021-01-16T16:00:00.0,0.0,5.700000000000001,49.0,15.0
2021-01-16T17:00:00.0,0.0,5.300000000000001,51.0,14.0
2021-01-16T18:00:00.0,0.0,5.200000000000001,56.0,11.0
2021-01-16T19:00:00.0,0.0,4.499999999999998,56.0,6.0
2021-01-16T20:00:00.0,0.0,4.300000000000001,55.0,8.0
2021-01-16T21:00:00.0,0.0,4.1,55.0,7.0
2021-01-16T22:00:00.0,0.0,4.1,57.0,6.0
2021-01-16T23:00:00.0,0.0,4.300000000000001,60.0,6.0
2021-01-17T00:00:00.0,0.0,4.1,56.0,6.0
2021-01-17T01:00:00.0,0.0,4.499999999999998,57.0,6.0
2021-01-17T02:00:00.0,0.0,4.6,59.0,6.0
2021-01-17T03:00:00.0,0.0,4.6,58.0,8.0
2021-01-17T04:00:00.0,0.0,4.700000000000001,59.0,6.0
2021-01-17T05:00:00.0,0.0,4.700000000000001,58.0,9.0
2021-01-17T06:00:00.0,0.0,4.499999999999998,57.0,5.0
2021-01-17T07:00:00.0,0.0,4.6,54.0,6.0
2021-01-17T08:00:00.0,0.0,4.700000000000001,51.0,11.0
2021-01-17T09:00:00.0,0.0,4.800000000000001,52.0,12.0
2021-01-17T10:00:00.0,0.0,5.1,54.0,13.0
2021-01-17T11:00:00.0,0.0,5.6,53.0,10.0
2021-01-17T12:00:00.0,0.0,6.300000000000001,52.0,11.0
2021-01-17T13:00:00.0,0.0,6.800000000000001,51.0,5.0
2021-01-17T14:00:00.0,0.0,7.0,53.0,5.0
2021-01-17T15:00:00.0,0.0,7.200000000000001,55.0,5.0
2021-01-17T16:00:00.0,0.0,6.6,53.0,15.0
2021-01-17T17:00:00.0,0.0,5.4,53.0,18.0
2021-01-17T18:00:00.0,0.0,4.800000000000001,57.0,22.000000000000004
2021-01-17T19:00:00.0,0.0,4.1,60.0,30.0
2021-01-17T20:00:00.0,0.0,3.1,61.0,33.0
2021-01-17T21:00:00.0,0.0,2.4999999999999996,62.0,30.0
2021-01-17T22:00:00.0,0.0,2.4,62.0,32.0
2021-01-17T23:00:00.0,0.0,2.4999999999999996,61.0,30.0
2021-01-18T00:00:00.0,0.0,1.9999999999999996,59.0,29.0
2021-01-18T01:00:00.0,0.0,1.9999999999999996,60.0,31.0
2021-01-18T02:00:00.0,0.0,1.9999999999999996,60.0,33.0
2021-01-18T03:00:00.0,0.0,2.4,59.0,29.0
2021-01-18T04:00:00.0,0.0,2.4,56.0,24.0
2021-01-18T05:00:00.0,0.0,2.4999999999999996,56.0,17.0
2021-01-18T06:00:00.0,0.0,2.4,58.0,9.0
2021-01-18T07:00:00.0,0.0,2.9,57.0,6.0
2021-01-18T08:00:00.0,0.0,2.9,59.0,6.0
2021-01-18T09:00:00.0,0.0,3.4999999999999996,56.0,5.0
2021-01-18T10:00:00.0,0.0,4.200000000000001,57.0,8.0
2021-01-18T11:00:00.0,0.0,4.800000000000001,52.0,5.0
2021-01-18T12:00:00.0,0.0,5.5,54.0,3.0
2021-01-18T13:00:00.0,0.0,6.200000000000001,53.0,4.0
2021-01-18T14:00:00.0,0.0,6.4,52.0,4.0
2021-01-18T15:00:00.0,0.0,6.4,55.0,5.0
2021-01-18T16:00:00.0,0.0,6.4,57.0,7.0
