date_time,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j
2021-01-04T07:00:00.0,7.46,9.57,4.609999999999999,38.19,83.2,7.909941291708309,22.01,19.870000000000005,20.149337498039436,25.17
2021-01-04T08:00:00.0,10.2,10.21,4.92,42.35,96.01,8.08317089069169,28.0,23.78,22.231876399118892,27.4
2021-01-04T09:00:00.0,10.44,10.12,4.92,42.86,97.67,8.008863017234699,29.3,25.32,22.36626401595388,28.56
2021-01-04T10:00:00.0,11.23,10.35,5.17,39.65,94.78,8.063733125427223,26.47,25.02,22.332765310570807,28.01
2021-01-04T11:00:00.0,10.03,9.87,4.63,37.11,92.02,8.088674508007461,24.69,24.13,20.73230885760955,28.05
2021-01-04T12:00:00.0,8.53,9.85,4.87,42.39,89.48,8.029026890651377,24.16,23.35,21.718493814552993,29.13
2021-01-04T13:00:00.0,8.86,9.94,4.6,43.75,91.21,8.301454402882545,25.88,24.02,19.149092819054868,24.62
2021-01-04T14:00:00.0,8.46,9.58,4.860000000000001,38.77,87.67,7.971228426377229,24.91,21.42,25.081111111111106,27.73
2021-01-04T15:00:00.0,8.13,9.49,4.19,36.1,83.48,7.977466288738248,22.68,19.32,20.107932043624807,25.29
2021-01-04T16:00:00.0,6.14,9.23,4.2,34.81,80.79,7.99373097703476,21.04,18.730000000000004,20.598273923207543,26.17
2021-01-04T17:00:00.0,6.68,9.42,4.42,35.02000000000001,80.64,7.957985950335334,22.16,19.870000000000005,20.15600094210561,25.49
2021-01-04T18:00:00.0,5.800000000000001,9.39,4.609999999999999,38.79,83.89,7.890298679335256,22.7,20.71,20.12160694724304,24.81
2021-01-04T19:00:00.0,7.5,10.0,4.83,43.34,89.09,8.242786529737973,25.19,20.93,19.8050339171054,26.87
2021-01-04T20:00:00.0,7.43,9.93,4.7,43.879999999999995,90.59,8.29979680865804,26.26,20.449999999999996,19.198288891361045,24.86
2021-01-04T21:00:00.0,6.63,9.35,4.56,38.55,82.44,7.899340705693781,22.68,17.74,20.172370954805125,25.65
2021-01-04T22:00:00.0,5.98,8.77,3.88,37.55,74.42,7.214494650818735,19.01,16.54,19.02348268886936,22.19
2021-01-04T23:00:00.0,5.17,8.5,3.61,29.33,69.5,6.936140885929807,17.69,14.260000000000002,20.000277277418334,21.64
2021-01-05T00:00:00.0,4.58,8.07,3.25,27.2,62.75,7.099525389117793,15.81,13.7,20.04725312225347,20.76
2021-01-05T01:00:00.0,4.44,7.73,2.8,26.32,57.29,7.5588107783088105,13.24,11.67,19.794211839260463,19.13
2021-01-05T02:00:00.0,10.44,7.74,2.63,27.940000000000005,55.29,5.343447684366197,12.25,10.28,19.44661877394636,18.99
2021-01-05T03:00:00.0,4.97,7.92,2.66,29.29,54.2,7.671561993588313,12.26,10.51,19.96572921140802,19.0
2021-01-05T04:00:00.0,4.22,7.83,2.64,30.64,54.05,7.704682691249644,12.31,10.66,20.229187877203298,19.98
2021-01-05T05:00:00.0,4.79,8.03,2.84,29.42,56.05,7.755068769047795,12.83,10.93,20.2282943360707,20.73
2021-01-05T06:00:00.0,5.67,8.54,3.34,33.42,64.62,6.619471072123891,15.29,13.01,19.342994594818702,21.85
2021-01-05T07:00:00.0,6.53,9.76,4.25,35.61,80.21,7.705509999804389,21.15,18.11,19.967567885086922,24.5
2021-01-05T08:00:00.0,9.29,10.3,4.89,38.0,92.57,9.132940023091216,24.84,23.54,23.78180417486521,27.97
2021-01-05T09:00:00.0,8.86,10.31,5.05,44.27,96.96,7.994410096399904,27.52,23.67,22.797471421294617,28.7
2021-01-05T10:00:00.0,8.809473684210527,10.73,4.88,46.47,96.27,8.039567449836337,28.13,25.45,22.827927095447166,29.25
2021-01-05T11:00:00.0,8.18,10.75,4.98,47.5,93.23,7.9648114186302506,26.27,23.85,22.846009903033934,30.020000000000003
2021-01-05T12:00:00.0,8.13,10.3,5.02,42.8,92.23,7.9991330106995555,25.230000000000004,24.4,21.86068337761978,27.9
2021-01-05T13:00:00.0,8.27,9.73,4.73,44.41,91.29,8.29587149162139,25.92,23.12,19.18226790381658,26.0
2021-01-05T14:00:00.0,8.900000000000002,9.61,4.43,39.51,86.22,8.044579408334524,25.340000000000003,21.440000000000005,21.888999775969317,28.55
2021-01-05T15:00:00.0,8.72,9.72,4.41,35.17,81.82,8.007042789347311,22.37,20.23,20.366402905761785,25.67
2021-01-05T16:00:00.0,7.98,9.17,4.32,34.82,81.52,7.977573488999688,21.86,20.53,20.16773221493003,25.53
2021-01-05T17:00:00.0,7.17,9.63,4.51,40.79,80.82,7.942706369082216,22.58,20.71,20.13620928649322,24.5
2021-01-05T18:00:00.0,6.63,9.67,4.63,41.35,84.7,7.950519111662941,22.56,20.58,19.97288171443219,24.63
2021-01-05T19:00:00.0,7.36,10.09,4.66,42.26,88.7,8.102258381419652,23.69,20.24,20.04056788031834,25.27
2021-01-05T20:00:00.0,6.9,9.78,4.64,45.03,88.76,8.258935056917933,26.41,20.08,19.31937487283532,24.43
2021-01-05T21:00:00.0,5.85,9.21,4.25,37.09,81.82,7.917408949438493,23.449999999999996,17.98,20.177472617698427,25.65
2021-01-05T22:00:00.0,4.77,8.96,3.58,29.13,73.68,6.8194884869071695,19.09,15.86,19.845540246233924,21.29
2021-01-05T23:00:00.0,3.91,8.38,3.72,29.35,70.32,6.921871473366244,18.35,15.3,19.894176653703447,20.94
2021-01-06T00:00:00.0,3.52,8.16,3.09,30.74,63.87,6.331124561292144,15.55,12.91,17.67609666760781,20.28
2021-01-06T01:00:00.0,2.76,7.8,2.83,29.05,57.43,7.648989110451245,12.51,11.34,20.024139379703023,18.71
2021-01-06T02:00:00.0,3.88,7.75,2.67,29.43,55.33,7.712132298993405,11.11,10.51,20.304100107910564,21.39
2021-01-06T03:00:00.0,4.78,7.74,2.6,29.51,54.31,7.694464047138198,10.12,10.66,20.18971085084751,19.79
2021-01-06T04:00:00.0,4.64,7.77,2.65,27.59,54.22,5.752887126249135,35.65280245111459,10.4,17.928960448187024,18.41
2021-01-06T05:00:00.0,4.39,7.74,2.87,24.35,55.12,7.562478747800431,10.28,10.71,19.888284976057125,18.26
2021-01-06T06:00:00.0,4.89,7.93,2.93,25.45,58.29,7.562087198816426,13.52,11.96,19.751531271684623,20.84
2021-01-06T07:00:00.0,6.08,8.8,3.44,31.9,67.63,6.340067982813975,16.3,13.7,16.014166666666668,21.87
2021-01-06T08:00:00.0,8.55,9.83,4.609999999999999,40.32000000000001,85.12,7.993606056053303,22.2,19.07,19.85592650466777,23.61
2021-01-06T09:00:00.0,8.48,11.04,5.57,49.42,102.33,8.380067241639019,28.76,24.43,22.16860209315169,25.25
2021-01-06T10:00:00.0,7.95,11.39,6.049999999999999,49.61,106.99,8.463274256296007,30.64,25.91,22.1166125940578,24.94
2021-01-06T11:00:00.0,8.06,11.14,5.91,51.28,103.47,8.437404092332375,31.290000000000003,24.46,22.150545145651783,24.54
2021-01-06T12:00:00.0,6.73,10.56,5.55,47.16,99.71,8.291127173237086,30.34,24.33,22.057735923915963,25.2
2021-01-06T13:00:00.0,6.78,10.44,5.45,41.010000000000005,97.42,8.472484691623762,27.88,22.51,20.548932760321442,25.76
2021-01-06T14:00:00.0,6.14,9.9,4.93,40.629999999999995,91.11,8.196341806349306,25.06,21.34,19.898505423870823,23.14
2021-01-06T15:00:00.0,6.05,9.57,4.57,40.07,85.37,7.897297813224544,22.37,19.870000000000005,19.909068201089575,23.19
2021-01-06T16:00:00.0,5.91,9.2,4.47,39.41,82.77,7.796156755834814,22.69,20.23,19.756328733491724,22.52
2021-01-06T17:00:00.0,5.719999999999999,9.61,4.809999999999999,40.65,85.45,7.930500827691247,24.59,20.5,19.96029982610255,23.98
2021-01-06T18:00:00.0,6.23,9.75,4.82,36.058112244897956,89.04,7.911688803651726,26.43,21.98,20.174055994138094,23.66
2021-01-06T19:00:00.0,6.77,10.29,4.78,40.77,89.76,8.216034145683404,26.38,21.8,19.861246432533182,24.52
2021-01-06T20:00:00.0,6.6,10.22,4.82,41.29,92.62,8.277452369930316,26.48,21.33,19.883365226452923,23.56
2021-01-06T21:00:00.0,5.5,9.5,4.44,36.92,82.56,7.73952047025582,24.42,18.63,19.76511313324612,22.7
2021-01-06T22:00:00.0,4.64,8.79,3.89,32.43,74.59,7.155328405421043,20.05,17.79,18.925662925781392,20.82
2021-01-06T23:00:00.0,4.13,8.86,3.56,31.8,69.66,6.9036201186289485,19.68,15.69,19.805708852191394,22.35
2021-01-07T00:00:00.0,4.16,8.17,3.15,31.38,62.47,6.340866180425797,15.57,13.21,17.683436663479938,20.66
2021-01-07T01:00:00.0,4.01,7.82,2.76,29.62,56.74,7.693875805072536,13.01,11.16,20.061323273014313,19.85
2021-01-07T02:00:00.0,4.58,7.66,2.69,29.32,55.68,7.7056724060630435,12.07,11.0,20.192076495932447,20.09
2021-01-07T03:00:00.0,4.12,7.86,2.66,28.66,54.21,7.702662524545594,12.1,10.27,20.242065656718253,20.43
2021-01-07T04:00:00.0,3.95,7.87,2.77,28.06,55.02,7.691012513105863,11.65,10.74,20.18927726377018,20.3
2021-01-07T05:00:00.0,3.12,8.25,3.07,29.07,57.05,7.789777820550902,12.89,11.73,20.213485675446204,21.04
2021-01-07T06:00:00.0,4.66,9.31,3.98,35.58,70.39,7.501457121414571,18.03,15.41,19.89115758795932,24.29
2021-01-07T07:00:00.0,7.47,10.57,4.83,40.1,93.64,8.021548368123195,25.94,22.89,21.95054126854101,28.25
2021-01-07T08:00:00.0,8.43,10.63,4.97,41.41,97.85,8.059800774704563,27.44,24.769999999999996,22.428638966739598,30.14
2021-01-07T09:00:00.0,8.47,10.54,4.89,44.02,96.79,7.998873775118249,27.463040973032662,26.23,22.75267861254985,29.9
2021-01-07T10:00:00.0,7.58,9.99,4.55,41.3,91.02,8.156904693102078,25.04,25.47,21.940203326688852,29.190000000000005
2021-01-07T11:00:00.0,7.77,9.41,4.74,38.040000000000006,88.03,7.955005801392432,23.02,23.96,21.72293022991234,30.660000000000004
2021-01-07T12:00:00.0,8.72,9.26,4.42,42.14,86.59,8.00547073583239,24.49,24.36,21.605656250462523,30.54
2021-01-07T13:00:00.0,9.05,9.24,4.43,42.66,87.92,8.003657779450416,24.38,24.71,21.640550388903705,30.53
2021-01-07T14:00:00.0,9.689999999999998,9.39,4.47,39.9,84.96,8.040911385705597,23.67,22.5,21.22354866173959,30.18
2021-01-07T15:00:00.0,9.47,9.43,4.23,36.01,81.85,8.042975335430068,21.84,20.79,20.680969436603462,26.79
2021-01-07T16:00:00.0,7.69,9.77,3.87,36.120000000000005,78.08,8.057848504168568,20.72,20.59,20.706938455985906,27.52
2021-01-07T17:00:00.0,7.34,9.29,4.32,36.52,80.26,8.0768339938851,19.94,20.71,20.57836768465167,28.0
2021-01-07T18:00:00.0,6.09,9.56,4.6,39.5,85.17,7.92113939582404,22.85,21.1,20.16064629349126,25.92
2021-01-07T19:00:00.0,6.1,10.28,4.53,41.55,88.69,8.253082916512227,25.18,22.2,20.416593477067963,26.7
2021-01-07T20:00:00.0,6.46,9.79,5.12,44.16,92.5,8.67136307539468,26.69,21.74,20.044879399592766,27.0
2021-01-07T21:00:00.0,5.69,9.68,4.59,39.68000000000001,83.68,7.8994591408763295,22.83,19.65,20.145875421017394,25.91
2021-01-07T22:00:00.0,4.13,8.66,3.72,35.72,74.72,7.235948353016046,21.15,17.25,20.159834197551476,24.54
2021-01-07T23:00:00.0,3.52,8.42,3.4700000000000006,30.03,69.49,6.940234741799413,17.71,14.379999999999999,19.974507137671026,21.61
2021-01-08T00:00:00.0,3.16,8.07,3.26,28.02,62.18,7.125090457444591,15.24,12.88,19.977418943230578,20.97
2021-01-08T01:00:00.0,3.85,7.76,2.74,25.61,56.33,7.591676440710086,12.26,11.04,19.88072575520834,21.72
2021-01-08T02:00:00.0,4.07,7.61,2.64,26.96,54.75,7.656509321433108,9.97,10.54,20.082390366598844,20.57
2021-01-08T03:00:00.0,4.55,7.61,2.56,29.39,54.21,7.7023577968229375,8.53,10.53,20.25049826375889,21.54
2021-01-08T04:00:00.0,4.3,7.67,2.6,29.28,54.81,7.723560648971259,11.55875,10.81,20.459084258279788,22.05
2021-01-08T05:00:00.0,4.29,7.89,2.92,30.59,56.47,7.729208150407259,10.96,11.55,20.29912000094606,22.36
2021-01-08T06:00:00.0,5.15,8.83,3.8,34.04,69.21,7.404628828791633,17.78,15.09,19.950190133861256,25.16
2021-01-08T07:00:00.0,7.55,10.04,4.95,40.11,94.54,8.021106064316516,25.72,22.51,21.951012091540093,28.29
2021-01-08T08:00:00.0,8.93,10.45,4.93,44.28999999999999,98.83,8.045065381797903,28.09,26.03,23.006603402398135,31.58
2021-01-08T09:00:00.0,9.9,10.03,5.04,45.33,96.51,8.033727316388795,28.31,25.74,22.986480653882325,31.58
2021-01-08T10:00:00.0,8.46,9.79,4.67,40.95,91.57,7.979795879549838,25.27,25.89,21.77188278656101,32.87
2021-01-08T11:00:00.0,7.63,9.49,4.49,43.56,89.99,8.007955031049695,24.57,24.33,21.702379146121103,30.800000000000004
2021-01-08T12:00:00.0,7.94,9.68,4.66,41.05,87.98,8.032014880948484,24.13,24.76,21.75318123909858,29.11
2021-01-08T13:00:00.0,8.61,9.64,4.59,41.89,88.19,8.034251505556792,25.73,24.25,21.7460758885092,30.61
2021-01-08T14:00:00.0,8.29,9.59,4.59,39.25,88.01,7.989805642801548,24.12,24.48,21.57917713658136,30.86
2021-01-08T15:00:00.0,8.05,9.52,4.33,36.62,84.16,8.089892028473102,20.57,20.91,20.528264417198336,29.880000000000003
2021-01-08T16:00:00.0,6.6,9.27,4.03,34.55,81.08,8.088096915968912,21.75,21.35,19.978724163894913,29.33
2021-01-08T17:00:00.0,7.64,9.19,4.3,39.77,80.36,8.09740552746219,21.91,21.13,20.609597524348164,28.15
2021-01-08T18:00:00.0,6.52,9.62,4.62,42.66,84.23,8.147619869746084,23.97,21.76,20.41158962446294,28.24
2021-01-08T19:00:00.0,7.5,9.92,4.6,42.62,88.14,8.187423779070636,24.63,21.99,20.2758429001336,27.59
2021-01-08T20:00:00.0,7.33,9.97,4.73,44.3,90.08,8.296491242671975,26.01,20.42,19.230932626834914,25.47
2021-01-08T21:00:00.0,6.31,9.45,4.44,37.98,82.34,7.894713367397603,22.91,18.25,20.107783504279773,24.68
2021-01-08T22:00:00.0,5.29,9.18,3.8,31.96,74.83,7.269263939001835,19.21,17.05,20.10789305752153,24.36
2021-01-08T23:00:00.0,4.49,8.34,3.45,28.91,70.01,6.939947254501678,18.32,16.02,20.041089378293417,21.92
2021-01-09T00:00:00.0,3.75,8.06,3.1799999999999997,29.94,62.97,6.341880357004414,15.59,13.77,17.68213908566625,21.42
2021-01-09T01:00:00.0,3.55,7.78,2.83,29.42,57.83,7.670512551659065,13.6,11.4,20.04044023111063,20.4
2021-01-09T02:00:00.0,4.18,7.67,2.69,28.68,55.29,7.713934527467967,12.59,10.2,20.270550111170397,21.08
2021-01-09T03:00:00.0,3.17,7.71,2.65,27.7,54.56,7.67911293509671,12.04,10.95,20.17072292170114,20.72
2021-01-09T04:00:00.0,2.74,7.65,2.6,29.11,54.72,7.691718440082341,12.16,10.42,20.23624021124359,20.5
2021-01-09T05:00:00.0,2.58,8.27,2.95,30.1,56.16,7.688629162813794,12.7,11.06,20.08059118197298,19.22
2021-01-09T06:00:00.0,3.36,8.035714285714285,3.25,28.47,61.09,7.14427402563243,14.76,13.53,19.965319397957416,20.79
2021-01-09T07:00:00.0,6.07,9.26,3.88,33.39,73.45,7.31470510610831,19.449999999999996,17.47,20.008350203253876,24.41
2021-01-09T08:00:00.0,7.76,10.35,4.809999999999999,44.00999999999999,89.5,8.29980072546185,26.16,21.23,19.194760211299712,25.03
2021-01-09T09:00:00.0,8.65,11.48,5.74,54.44,103.95,8.500259728749498,31.76,26.0,22.21614181630343,29.08
2021-01-09T10:00:00.0,9.27,11.5,5.91,50.78,106.22,8.540667588737357,30.5,25.69,22.184280058720596,29.45
2021-01-09T11:00:00.0,8.51,11.64,6.029999999999999,48.17999999999999,102.9,8.4748013165873,30.15,24.11,22.00762734169627,27.79
2021-01-09T12:00:00.0,7.89,10.4,5.7,46.28999999999999,99.89,8.152289749291114,28.39,24.72,22.183230535237378,26.54
2021-01-09T13:00:00.0,7.41,10.57,5.33,44.97999999999999,98.09,8.188199269783004,29.43,23.88,21.953966766783946,26.27
2021-01-09T14:00:00.0,6.4,10.41,5.09,40.56,91.73,8.327264896161653,26.17,23.06,19.95493286732173,25.46
2021-01-09T15:00:00.0,6.56,9.8,4.73,40.03,85.93,7.927364193296387,25.24,21.17,20.000988087491145,23.86
